r,g,b
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
0.5529411764705883,0.8274509803921568,0.7803921568627451
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
1.0,1.0,0.7019607843137254
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.7450980392156863,0.7294117647058823,0.8549019607843137
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.984313725490196,0.5019607843137255,0.4470588235294118
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.5019607843137255,0.6941176470588235,0.8274509803921568
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.9921568627450981,0.7058823529411765,0.3843137254901961
0.7019607843137254,0.8705882352941177,0.4117647058823529
0.7019607843137254,0.8705882352941177,0.4117647058823529
0.7019607843137254,0.8705882352941177,0.4117647058823529
0.7019607843137254,0.8705882352941177,0.4117647058823529
0.7019607843137254,0.8705882352941177,0.4117647058823529
0.7019607843137254,0.8705882352941177,0.4117647058823529
0.7019607843137254,0.8705882352941177,0.4117647058823529
0.7019607843137254,0.8705882352941177,0.4117647058823529
